GeneSymbol,Subcellular_location
HEATR5B,Cytoplasm
ZNF569,Nucleus
ZNF22,Nucleus
WEE2,Nucleus
NGFR,Cell membrane
MTRR,Cytoplasm
ADORA1,Cell membrane
CPSF7,Nucleus
MLKL,Cytoplasm
KIF5C,Cytoplasm
BHLHE23,Nucleus
OR51B2,Cell membrane
MIS18A,Nucleus
CARMIL1,Cytoplasm
EYA2,Cytoplasm
ESRRA,Nucleus
GULP1,Cytoplasm
PLGRKT,Cell membrane
CCDC102B,Cytoplasm
CEP112,Cytoplasm
APBB3,Nucleus
TRMT10A,Nucleus
RFX2,Nucleus
MFSD5,Cell membrane
GTF2E2,Nucleus
TFAP2D,Nucleus
ZHX1,Nucleus
STX3,Nucleus
OR6A2,Cell membrane
ZP1,Cell membrane
RFFL,Cytoplasm
DNM3,Cytoplasm
PAX3,Nucleus
PPFIA2,Cytoplasm
AAMDC,Cytoplasm
TOLLIP,Cytoplasm
RB1,Nucleus
OR10T2,Cell membrane
RRAGA,Cytoplasm
TEX55,Nucleus
MTA1,Nucleus
PTGR2,Cytoplasm
BACH2,Cytoplasm
VGLL2,Nucleus
PPP2R2B,Cytoplasm
PRDM16,Nucleus
PMP22,Cell membrane
ZNF200,Nucleus
GJC1,Cell membrane
KYAT1,Cytoplasm
SPOCD1,Nucleus
SPTB,Cytoplasm
BNC1,Nucleus
ZNF175,Cytoplasm
SLC39A1,Cell membrane
RRP9,Nucleus
GPR153,Cell membrane
SPI1,Nucleus
ITPRID2,Cytoplasm
PPP1R9B,Cytoplasm
GPR182,Cell membrane
MEF2A,Nucleus
OR13C8,Cell membrane
VPS28,Cell membrane
PPP2R5E,Cytoplasm
ASS1,Cytoplasm
NSUN5,Nucleus
OR2H1,Cell membrane
MRNIP,Nucleus
RHOU,Cell membrane
NFE2L1,Nucleus
PCDHA12,Cell membrane
STAM,Cytoplasm
EGR4,Nucleus
MYCN,Nucleus
P2RX3,Cell membrane
AZI2,Cytoplasm
HOXD11,Nucleus
KMT2E,Cytoplasm
NFILZ,Nucleus
ZNF165,Nucleus
ACACA,Cytoplasm
P2RY8,Cell membrane
CEP68,Cytoplasm
TLE5,Nucleus
MYOZ2,Cytoplasm
ZBED3,Cytoplasm
AK8,Cytoplasm
RLF,Nucleus
ARK2N,Nucleus
GNG13,Cell membrane
PCMTD1,Cytoplasm
KBTBD7,Cytoplasm
TBC1D24,Cell membrane
CCNH,Nucleus
DNAH12,Cytoplasm
PSME4,Cytoplasm
PAX8,Nucleus
ZNF296,Nucleus
SF3B5,Nucleus
PEAK1,Cytoplasm
NFIL3,Nucleus
RSRC1,Nucleus
ZNF155,Nucleus
ATF5,Cytoplasm
DTNA,Cytoplasm
RGS8,Cell membrane
NFATC2IP,Nucleus
CD226,Cell membrane
OR4A16,Cell membrane
ARFGEF3,Cytoplasm
H4C16,Nucleus
CDH23,Cell membrane
SALL4,Cytoplasm
DCTN3,Cytoplasm
CCNE2,Nucleus
BAG6,Cytoplasm
TBL3,Nucleus
RPL22,Cytoplasm
INSM1,Nucleus
RAD51,Nucleus
SPRR3,Cytoplasm
GON4L,Nucleus
ZBTB32,Nucleus
C1orf198,Cytoplasm
CHERP,Cytoplasm
TGM2,Cytoplasm
PDS5A,Nucleus
ZNF528,Nucleus
DPYSL5,Cytoplasm
RXRA,Nucleus
ERRFI1,Cytoplasm
BMS1,Nucleus
MDM1,Nucleus
HTR3E,Cell membrane
MCIDAS,Nucleus
MYT1,Nucleus
RHD,Cell membrane
GNAS,Cell membrane
BACH1,Nucleus
PITPNA,Cytoplasm
MAP2K7,Nucleus
HELB,Nucleus
RBKS,Cytoplasm
NIFK,Nucleus
ATXN1L,Nucleus
GPR151,Cell membrane
CDY1,Nucleus
ZNF391,Nucleus
RGS5,Cytoplasm
DDX31,Nucleus
KLHDC1,Cytoplasm
ACTR1B,Cytoplasm
EEIG1,Nucleus
XPA,Nucleus
MAB21L1,Nucleus
ID4,Nucleus
RHOF,Cell membrane
RCHY1,Nucleus
LY6G6D,Cell membrane
DNAH3,Cytoplasm
DHX58,Cytoplasm
DUSP26,Cytoplasm
TRIM15,Cytoplasm
CSRP1,Nucleus
ANO7,Cytoplasm
ERVK-10,Cell membrane
GLRX2,Nucleus
GLB1,Cytoplasm
TBX1,Nucleus
DZIP1,Cytoplasm
OR5H6,Cell membrane
NOXA1,Cytoplasm
STK24,Cytoplasm
SPIB,Cytoplasm
EIF3K,Nucleus
MFAP1,Nucleus
CEP162,Cytoplasm
CDK19,Cytoplasm
ARAP2,Cytoplasm
DUSP1,Nucleus
MYLIP,Cytoplasm
SSH3,Cytoplasm
TERF2IP,Nucleus
TOPORS,Nucleus
RMI1,Nucleus
AGBL4,Cytoplasm
CIAO2B,Nucleus
SLBP,Cytoplasm
GPR34,Cell membrane
MID1IP1,Nucleus
KIR3DL2,Cell membrane
OR2A1,Cell membrane
RBM22,Nucleus
BCDIN3D,Cytoplasm
CHRM4,Cell membrane
ZNF143,Nucleus
AXIN1,Cytoplasm
ELP2,Cytoplasm
CARNMT1,Cytoplasm
UROD,Cytoplasm
DNAH17,Cytoplasm
UGP2,Cytoplasm
NUDCD1,Cytoplasm
NR1I3,Nucleus
CHTF18,Nucleus
UPF3B,Nucleus
ADCY10,Cell membrane
KCNQ1,Cell membrane
NUP62,Nucleus
ANAPC7,Cytoplasm
ZNF20,Nucleus
FOXD3,Nucleus
CCNC,Nucleus
LRRFIP1,Nucleus
AURKC,Nucleus
SAP130,Nucleus
ZNF468,Nucleus
GUCA1B,Cell membrane
BRCA1,Cytoplasm
TRIM21,Cytoplasm
MSRA,Cytoplasm
SLC38A2,Cell membrane
DPYSL2,Cytoplasm
PCDHB4,Cell membrane
COMT,Cell membrane
SLC16A2,Cell membrane
OR5AP2,Cell membrane
EXOSC2,Cytoplasm
NPHS1,Cell membrane
SPIN1,Nucleus
PAIP2,Cytoplasm
ANKRD23,Nucleus
PRMT1,Nucleus
DTNBP1,Cytoplasm
USP44,Nucleus
NLRC3,Cytoplasm
STXBP3,Cytoplasm
NKX2-6,Nucleus
KLHL22,Cytoplasm
NEK3,Cytoplasm
HNF1B,Nucleus
ZNF77,Nucleus
GPKOW,Nucleus
TNFRSF8,Cytoplasm
ZNF70,Nucleus
SASS6,Cytoplasm
SGCD,Cell membrane
CREM,Cytoplasm
ZNF394,Nucleus
NACA,Cytoplasm
FRRS1L,Cell membrane
SHB,Cytoplasm
CD3E,Cell membrane
MLPH,Cytoplasm
ZNF761,Nucleus
KRT14,Cytoplasm
VHL,Cytoplasm
GAP43,Cell membrane
ARRDC1,Cell membrane
TMOD4,Cytoplasm
PXN,Cytoplasm
ZNF254,Nucleus
CACNB3,Cytoplasm
GTF2B,Nucleus
RC3H2,Cytoplasm
TAAR2,Cell membrane
AGBL3,Cytoplasm
PCDHGA4,Cell membrane
VBP1,Cytoplasm
PDC,Nucleus
TAF9,Nucleus
CD1C,Cell membrane
URB1,Nucleus
ZNF524,Nucleus
PSMA8,Nucleus
ZNF346,Nucleus
PDLIM7,Cytoplasm
GPR12,Cell membrane
ZNF695,Nucleus
OGA,Cytoplasm
MLST8,Cytoplasm
H4C8,Nucleus
ERC2,Cytoplasm
FOXO3B,Cytoplasm
CDX2,Nucleus
TOX4,Nucleus
SERPINB10,Nucleus
SLC26A4,Cell membrane
NANOS1,Cytoplasm
CYFIP1,Cytoplasm
FGD6,Cytoplasm
GPD1L,Cytoplasm
ACIN1,Nucleus
HINT1,Cytoplasm
SUPT7L,Nucleus
GPR146,Cell membrane
UAP1,Cytoplasm
RPS6KC1,Cytoplasm
RPS7,Cytoplasm
EFNA3,Cell membrane
S100P,Nucleus
RASSF10,Cytoplasm
FCER1G,Cell membrane
IRS2,Cytoplasm
RAB40C,Cell membrane
RFC3,Nucleus
N4BP2,Cytoplasm
TMEM67,Cell membrane
SOX30,Nucleus
DROSHA,Nucleus
ENTPD3,Cell membrane
ARPC3,Cytoplasm
PWP1,Nucleus
THOC7,Cytoplasm
NUDT5,Nucleus
CHCHD2,Nucleus
P2RY12,Cell membrane
RACK1,Cell membrane
PRKCZ,Cytoplasm
RFK,Cytoplasm
TUBA1B,Cytoplasm
SLC16A3,Cell membrane
ZCCHC4,Nucleus
COMMD3,Cytoplasm
RAB3A,Cytoplasm
PRUNE1,Cytoplasm
DHX29,Cytoplasm
STAC3,Cytoplasm
YBX2,Cytoplasm
NCBP1,Nucleus
MTF1,Nucleus
LIG3,Nucleus
G2E3,Nucleus
PLCH2,Cytoplasm
OR1K1,Cell membrane
DCUN1D2,Cytoplasm
CPEB2,Cytoplasm
DPH1,Nucleus
HLA-F,Cell membrane
NKAIN1,Cell membrane
ZNF285,Nucleus
NKAIN3,Cell membrane
TCP10L,Nucleus
ACP1,Cytoplasm
FANCM,Nucleus
BEX3,Nucleus
PKP2,Nucleus
H2AC20,Nucleus
SAMD4B,Cytoplasm
LDB3,Cytoplasm
CASP8AP2,Cytoplasm
NEURL3,Cytoplasm
RPL21,Cytoplasm
TUBA4B,Cytoplasm
ETV1,Nucleus
ABHD17B,Cell membrane
SCN10A,Cell membrane
TRIM55,Cytoplasm
C2orf88,Cell membrane
PTPN2,Nucleus
ZNF587B,Nucleus
MTMR12,Cytoplasm
CLSPN,Nucleus
INTS7,Nucleus
KCNQ3,Cell membrane
ACY1,Cytoplasm
PRLHR,Cell membrane
FGR,Cell membrane
TIGD3,Nucleus
SOCS1,Nucleus
RBM34,Nucleus
TBC1D3C,Cell membrane
USP17L2,Nucleus
NLRP10,Cytoplasm
POLR2A,Nucleus
PRMT9,Cytoplasm
RBMY1F,Nucleus
XKR8,Cell membrane
NLRC4,Cytoplasm
CDKN2B,Cytoplasm
BRS3,Cell membrane
NR2E1,Nucleus
TIGD4,Nucleus
AAK1,Cell membrane
MAD2L1,Nucleus
AP5M1,Cytoplasm
VPS36,Cytoplasm
H4C14,Nucleus
MAPK15,Cytoplasm
MAFB,Nucleus
OR56A4,Cell membrane
GP6,Cell membrane
S100PBP,Nucleus
NFX1,Nucleus
RTP1,Cell membrane
FXR2,Cytoplasm
ITGAM,Cell membrane
KLC4,Cytoplasm
CYTH2,Cell membrane
ISCU,Cytoplasm
KIF3A,Cytoplasm
PANX1,Cell membrane
CYREN,Cytoplasm
MCOLN3,Cell membrane
LMO1,Nucleus
FBLL1,Nucleus
PANK4,Cytoplasm
OR9G1,Cell membrane
RASAL3,Cytoplasm
MTA3,Nucleus
NOP53,Nucleus
AURKB,Nucleus
NLGN2,Cell membrane
NECAB2,Cytoplasm
SLC4A8,Cell membrane
EIF5B,Cytoplasm
ANKRD17,Cytoplasm
BTRC,Cytoplasm
TDG,Nucleus
ADRB3,Cell membrane
CRHR2,Cell membrane
OR7D4,Cell membrane
DENND2D,Cytoplasm
OR5M8,Cell membrane
MSH2,Nucleus
PDZD11,Cytoplasm
TRBV12-3,Cell membrane
SLC23A2,Cell membrane
TEX14,Cytoplasm
RNASEH1,Cytoplasm
PFDN4,Nucleus
CCNF,Nucleus
SERHL2,Cytoplasm
NOL4,Nucleus
SGTA,Cytoplasm
NEIL3,Nucleus
PPP1R18,Cytoplasm
HSPA1B,Cytoplasm
H1-3,Nucleus
CTSL,Nucleus
MCTS1,Cytoplasm
YTHDC2,Cytoplasm
OR13D1,Cell membrane
GPR4,Cell membrane
ZNF773,Nucleus
PURG,Nucleus
CRLF3,Cytoplasm
CD2BP2,Cytoplasm
XRN1,Cytoplasm
ESRRG,Nucleus
MARK1,Cell membrane
TTLL1,Cytoplasm
ZNF19,Nucleus
KLRC1,Cell membrane
TGOLN2,Cell membrane
SAMHD1,Nucleus
UBE2D3,Cell membrane
PLEKHF1,Nucleus
ACTN4,Nucleus
HAPSTR1,Nucleus
MCM2,Nucleus
NCOA2,Nucleus
OR10Q1,Cell membrane
TSC22D1,Cytoplasm
GIMAP4,Cytoplasm
LZTFL1,Cytoplasm
BRD9,Nucleus
LGALS7B,Cytoplasm
CC2D1A,Cytoplasm
RAE1,Cytoplasm
COIL,Nucleus
GPR65,Cell membrane
KCNK9,Cell membrane
ZCCHC17,Nucleus
TSC2,Cytoplasm
SPAG17,Cytoplasm
ITGB1BP1,Nucleus
SAT1,Cytoplasm
MYH1,Cytoplasm
DRC3,Cytoplasm
LIMD2,Cytoplasm
OPN1MW,Cell membrane
ZNF486,Nucleus
RPP25L,Nucleus
LYPD4,Cell membrane
UCKL1,Cytoplasm
CENPN,Nucleus
ZNF121,Nucleus
NXF1,Nucleus
TNP1,Nucleus
ADRA1D,Cell membrane
GAPDH,Cytoplasm
SEPTIN7,Cytoplasm
KIF11,Cytoplasm
ESX1,Cytoplasm
PKM,Cytoplasm
CCAR1,Cytoplasm
ARPC4,Cytoplasm
FOXN1,Nucleus
SMARCA2,Nucleus
OTX2,Nucleus
RSRP1,Nucleus
GPATCH3,Nucleus
BRD2,Nucleus
CCT8,Cytoplasm
CPTP,Cytoplasm
ESR2,Nucleus
POLR3E,Nucleus
HIC2,Nucleus
RIMKLA,Cytoplasm
HYLS1,Cytoplasm
AIG1,Cell membrane
KLHL42,Cytoplasm
SIK2,Cytoplasm
GLUL,Cytoplasm
ENPP4,Cell membrane
APBB1,Cell membrane
SENP5,Nucleus
ESD,Cytoplasm
TEKTIP1,Cytoplasm
SKP2,Cytoplasm
FKBP6,Cytoplasm
NFIB,Nucleus
PYDC2,Cytoplasm
F8A2,Cytoplasm
LPAR5,Cell membrane
HNRNPA2B1,Nucleus
OR4C16,Cell membrane
LPAR3,Cell membrane
ZNF354A,Nucleus
SNU13,Nucleus
RNF144A,Cell membrane
ORC4,Nucleus
BMP2K,Nucleus
CCNA2,Nucleus
PDCD10,Cytoplasm
SPG21,Cytoplasm
TTC7A,Cytoplasm
ZNF821,Nucleus
CETN1,Cytoplasm
OR1L4,Cell membrane
TEX37,Nucleus
NTMT1,Nucleus
BCAT1,Cytoplasm
PGAP6,Cell membrane
ZNF283,Nucleus
TMEM150C,Cell membrane
TPT1,Cytoplasm
IQSEC1,Cytoplasm
RANBP17,Cytoplasm
ZSCAN9,Nucleus
MYSM1,Nucleus
ADCY4,Cell membrane
CPEB4,Cytoplasm
STRN4,Cytoplasm
ZSCAN31,Nucleus
TUBG2,Cytoplasm
ZNF575,Nucleus
ZNF525,Nucleus
IQCD,Cytoplasm
TIGD1,Nucleus
CROCC,Cytoplasm
IPO7,Cytoplasm
TULP1,Cytoplasm
GPR82,Cell membrane
METTL2B,Cytoplasm
NRL,Cytoplasm
SLC38A3,Cell membrane
TTN,Cytoplasm
CHML,Cytoplasm
COMMD8,Cytoplasm
DDX50,Nucleus
PIK3IP1,Cell membrane
EXO1,Nucleus
TUBA4A,Cytoplasm
ODAD4,Cytoplasm
OR51A7,Cell membrane
OR2AT4,Cell membrane
SLC39A2,Cell membrane
HDGF,Nucleus
PER1,Nucleus
NFYA,Nucleus
YBX3,Cytoplasm
UNC13B,Cytoplasm
PI4K2B,Cytoplasm
GOLGA3,Cytoplasm
RNMT,Nucleus
IFNGR2,Cell membrane
BLVRA,Cytoplasm
PKN3,Nucleus
TSPY9,Cytoplasm
KLF11,Nucleus
BICRA,Nucleus
AKR1C1,Cytoplasm
PPP1R9A,Cytoplasm
SKIC8,Nucleus
GHSR,Cell membrane
OR52B2,Cell membrane
DET1,Nucleus
H2AX,Nucleus
KCNB2,Cell membrane
PPP1R8,Cytoplasm
PANK3,Cytoplasm
PARP15,Nucleus
NUP188,Nucleus
DNAAF11,Cytoplasm
SLC35G1,Cell membrane
ZNF641,Nucleus
RNF113A,Nucleus
CC2D1B,Nucleus
LGR6,Cell membrane
LRP6,Cell membrane
INPP5B,Cytoplasm
BYSL,Cytoplasm
TUBGCP3,Cytoplasm
POLI,Nucleus
ERVS71-1,Cell membrane
TMEM63C,Cell membrane
ESRRB,Nucleus
NAP1L2,Nucleus
HRAS,Nucleus
RSPH4A,Cytoplasm
CKAP2L,Cytoplasm
DNAL1,Cytoplasm
AIMP1,Nucleus
ATXN3L,Nucleus
LTF,Cytoplasm
IFITM1,Cell membrane
NUP214,Nucleus
PLK1,Nucleus
ALS2CL,Cytoplasm
SERBP1,Cytoplasm
TANGO2,Cytoplasm
FCRL6,Cell membrane
TDRD7,Cytoplasm
LY6G6C,Cell membrane
ALDOA,Cytoplasm
DZIP3,Cytoplasm
NAB2,Nucleus
TNK1,Cytoplasm
GSPT2,Cytoplasm
ZNF12,Nucleus
OR5I1,Cell membrane
PPARD,Nucleus
OR13G1,Cell membrane
SELE,Cell membrane
DLG4,Cell membrane
RBPJL,Nucleus
TDGF1P3,Cell membrane
RPL27,Cytoplasm
MBD4,Nucleus
FOXJ1,Nucleus
P2RY13,Cell membrane
ICOSLG,Cell membrane
IGDCC4,Cell membrane
NLRP1,Nucleus
NAP1L1,Nucleus
FIP1L1,Nucleus
ERCC8,Nucleus
PLK2,Cytoplasm
MSX1,Nucleus
CPSF2,Nucleus
NQO2,Cytoplasm
RBMY1D,Nucleus
DUSP5,Nucleus
TTLL4,Cytoplasm
DPP4,Cell membrane
MAP2K1,Cytoplasm
DMRTB1,Nucleus
MAGED1,Cytoplasm
ARG1,Cytoplasm
GPX4,Cytoplasm
RPL9,Cytoplasm
GNG12,Cell membrane
RAG1,Nucleus
AKAP14,Cytoplasm
HRH3,Cell membrane
DAAM1,Cytoplasm
PUF60,Nucleus
NR4A2,Cytoplasm
GRB14,Cytoplasm
PPP2R5D,Cytoplasm
GJD3,Cell membrane
LRRC51,Cytoplasm
H4C9,Nucleus
UBE2W,Nucleus
TP63,Nucleus
DLX4,Nucleus
FXYD1,Cell membrane
MAPK9,Cytoplasm
SKIC3,Cytoplasm
HNRNPA3,Nucleus
OR4C12,Cell membrane
CREB1,Nucleus
HECTD3,Cytoplasm
BAG3,Nucleus
PTBP2,Nucleus
GFI1,Nucleus
APBA3,Cytoplasm
BAIAP2L1,Cytoplasm
TESK1,Cytoplasm
PTGER2,Cell membrane
GPD1,Cytoplasm
SKAP2,Cytoplasm
MAS1L,Cell membrane
PGPEP1,Cytoplasm
PALM,Cell membrane
CA2,Cytoplasm
LDHC,Cytoplasm
CCNY,Nucleus
ZP2,Cell membrane
SNUPN,Nucleus
GPR135,Cell membrane
HELLS,Nucleus
ADTRP,Cell membrane
PDE7A,Cytoplasm
GPR141,Cell membrane
SNRPA1,Nucleus
MIDN,Nucleus
KCNA6,Cell membrane
SLC7A8,Cytoplasm
DYNC1I2,Cytoplasm
DCAF12,Cytoplasm
FAF2,Cytoplasm
ZNF229,Nucleus
CTNNA2,Cell membrane
TGFA,Cell membrane
HHEX,Nucleus
ZC3H11A,Nucleus
TADA3,Nucleus
ZNF791,Nucleus
VSIR,Cell membrane
ZNF224,Nucleus
DELE1,Cytoplasm
LPL,Cell membrane
REV1,Nucleus
BRINP1,Cytoplasm
SERPINB3,Cytoplasm
ORC3,Nucleus
VAMP5,Cell membrane
TLE4,Nucleus
SSH2,Cytoplasm
MYBL1,Nucleus
CAPS,Cytoplasm
ATF7IP2,Nucleus
GUCY2C,Cell membrane
SSB,Nucleus
SSU72,Nucleus
UNC45B,Cytoplasm
GNPDA2,Cytoplasm
CABP1,Cytoplasm
QTRT2,Cytoplasm
BTBD3,Cytoplasm
CHEK2,Nucleus
RBM42,Nucleus
NFKBIB,Cytoplasm
C5AR1,Cell membrane
H3C4,Nucleus
FCRL2,Cell membrane
NEK11,Nucleus
ACTG2,Cytoplasm
TXNRD1,Cytoplasm
LCK,Cell membrane
MED8,Nucleus
FOXD4,Nucleus
RNF5,Cell membrane
KHDC4,Nucleus
NSMCE1,Nucleus
PHF1,Nucleus
ELMO3,Cytoplasm
THOC6,Nucleus
ZNF844,Nucleus
SGCZ,Cell membrane
ADH7,Cytoplasm
FGF14,Nucleus
DKC1,Cytoplasm
ARRB1,Cytoplasm
CDK2AP2,Cytoplasm
UBE2I,Nucleus
OSBP,Cytoplasm
SUMO3,Cytoplasm
CSRP3,Cytoplasm
ATM,Nucleus
KPRP,Cytoplasm
OR4K3,Cell membrane
ALX3,Nucleus
ADI1,Cytoplasm
RAF1,Cytoplasm
PABPN1L,Cytoplasm
SETD5,Nucleus
TXK,Cytoplasm
RORB,Nucleus
PLXNA1,Cell membrane
CPSF1,Nucleus
PIK3C2A,Cell membrane
NOCT,Cytoplasm
N6AMT1,Nucleus
GJE1,Cell membrane
PCBD1,Cytoplasm
HPS3,Cytoplasm
ZBTB8A,Nucleus
CD47,Cell membrane
FOXG1,Nucleus
NARS1,Cytoplasm
BAG1,Cytoplasm
KDM3A,Cytoplasm
PPWD1,Nucleus
DCTN6,Cytoplasm
EIF2S1,Cytoplasm
KCNG1,Cell membrane
TENM1,Nucleus
PTH1R,Cell membrane
PCID2,Cytoplasm
WDR11,Cytoplasm
ZNF581,Nucleus
XDH,Cytoplasm
MXD3,Nucleus
DAG1,Cell membrane
OR10J5,Cell membrane
SUPV3L1,Nucleus
CYB5R3,Cytoplasm
KLF4,Nucleus
UBQLN4,Nucleus
TAF11,Nucleus
CLU,Nucleus
SLC24A2,Cell membrane
ABCC10,Cell membrane
VSTM4,Cell membrane
SPEG,Nucleus
SPANXD,Cytoplasm
EEF2KMT,Cytoplasm
TSC22D3,Cytoplasm
INO80E,Nucleus
SAMD11,Nucleus
TAF1B,Nucleus
OR5AN1,Cell membrane
NKG7,Cell membrane
RAB25,Cell membrane
NEPRO,Nucleus
JPT2,Cytoplasm
ZNF25,Nucleus
LPAR6,Cell membrane
DICER1,Cytoplasm
ZNF382,Nucleus
S100A11,Cytoplasm
PRDM5,Nucleus
FIBP,Nucleus
DEDD2,Nucleus
KANK4,Cytoplasm
TEKT1,Cytoplasm
BSND,Cell membrane
MAPK8IP1,Cytoplasm
CBL,Cytoplasm
MOB4,Cytoplasm
RNF14,Cytoplasm
CLK4,Nucleus
MPG,Cytoplasm
PRAC1,Nucleus
HAS3,Cell membrane
CASKIN2,Cytoplasm
TSHZ1,Nucleus
ZNF737,Nucleus
KHDRBS1,Nucleus
RANBP9,Cytoplasm
LPP,Nucleus
ZNF711,Nucleus
EPN3,Cytoplasm
ISL1,Nucleus
TCF15,Nucleus
NT5C1A,Cytoplasm
FANCG,Nucleus
SLC9A5,Cell membrane
IDO1,Cytoplasm
ZNF766,Nucleus
PRDX2,Cytoplasm
SMYD3,Cytoplasm
C4orf46,Cytoplasm
ZNF552,Nucleus
PWP2,Nucleus
ZFYVE28,Cytoplasm
LHX5,Nucleus
MYBL2,Nucleus
PFN2,Cytoplasm
ZNF521,Nucleus
C5AR2,Cell membrane
NAV1,Cytoplasm
STK17A,Nucleus
OR51B4,Cell membrane
GLI2,Nucleus
TAAR5,Cell membrane
CCR3,Cell membrane
SUZ12,Nucleus
MN1,Nucleus
NOB1,Nucleus
MED22,Nucleus
GID8,Cytoplasm
ZNF878,Nucleus
RB1CC1,Nucleus
TENT5B,Cytoplasm
MPL,Cell membrane
H2AC14,Nucleus
TIGD2,Nucleus
LPXN,Cytoplasm
FANCI,Nucleus
SNTG1,Cytoplasm
OR10AG1,Cell membrane
EPHX2,Cytoplasm
KRT71,Cytoplasm
STMN1,Cytoplasm
ANKRD53,Cytoplasm
USP22,Nucleus
MRTFA,Cytoplasm
DDT,Cytoplasm
RBP1,Cytoplasm
ASXL2,Nucleus
GEMIN5,Nucleus
ANAPC11,Cytoplasm
JMJD7,Nucleus
SLC24A3,Cell membrane
HSH2D,Cytoplasm
NEIL2,Nucleus
ZNF727,Nucleus
MAD1L1,Cytoplasm
MFSD2B,Cell membrane
SEC31A,Cytoplasm
SPTBN5,Cytoplasm
NUTF2,Cytoplasm
LEO1,Nucleus
ZNRF3,Cell membrane
OR2S2,Cell membrane
CDCA2,Nucleus
UBE2N,Nucleus
MBIP,Nucleus
ALOX12,Cytoplasm
GPR179,Cell membrane
ELMO1,Cytoplasm
CPLX2,Cytoplasm
PTGES3,Cytoplasm
FBXL4,Cytoplasm
OTULINL,Cytoplasm
MRGPRX3,Cell membrane
ACTC1,Cytoplasm
SPRTN,Nucleus
EEF1E1,Cytoplasm
HTR5A,Cell membrane
POP7,Nucleus
OR4S2,Cell membrane
CCDC181,Cytoplasm
SCN9A,Cell membrane
PIK3R6,Cytoplasm
LRRC52,Cell membrane
TEKT4,Cytoplasm
MBLAC1,Cytoplasm
UNC13C,Cytoplasm
ACO1,Cytoplasm
ZNF407,Nucleus
CDC37,Cytoplasm
OR4X2,Cell membrane
GATAD1,Nucleus
FBXO32,Cytoplasm
LRCH1,Cytoplasm
SCEL,Cytoplasm
FBXO25,Nucleus
SUPT16H,Nucleus
TOR3A,Cytoplasm
INTS9,Nucleus
GRIA4,Cell membrane
METTL22,Nucleus
GRIA3,Cell membrane
AIF1,Cytoplasm
SIRT2,Cytoplasm
OR1A2,Cell membrane
POLR3A,Nucleus
HTR3C,Cell membrane
RSBN1L,Nucleus
CAMK1G,Cytoplasm
ZNF823,Nucleus
GOPC,Cytoplasm
RPL28,Cytoplasm
RDM1,Cytoplasm
CLIP3,Cell membrane
BCAS1,Cytoplasm
ZNF540,Nucleus
SMCR8,Cytoplasm
SH3GL3,Cytoplasm
WDR37,Cytoplasm
AKAP12,Cytoplasm
MAP3K11,Cytoplasm
RPS6KB2,Cytoplasm
INSR,Cell membrane
SLC7A1,Cell membrane
SLC44A2,Cell membrane
PARM1,Cell membrane
OR10C1,Cell membrane
